Project,Bug ID,tarantula_rank,tarantula_exam,tarantula_top_1,tarantula_top_3,tarantula_top_5,ochiai_rank,ochiai_exam,ochiai_top_1,ochiai_top_3,ochiai_top_5,dstar_rank,dstar_exam,dstar_top_1,dstar_top_3,dstar_top_5,tarantula_gc_rank,tarantula_gc_exam,tarantula_gc_top_1,tarantula_gc_top_3,tarantula_gc_top_5,ochiai_gc_rank,ochiai_gc_exam,ochiai_gc_top_1,ochiai_gc_top_3,ochiai_gc_top_5,dstar_gc_rank,dstar_gc_exam,dstar_gc_top_1,dstar_gc_top_3,dstar_gc_top_5,tarantula_rank_imp_pct,tarantula_exam_imp_pct,ochiai_rank_imp_pct,ochiai_exam_imp_pct,dstar_rank_imp_pct,dstar_exam_imp_pct
Compress,31,2,0.08,False,True,True,2,0.08,False,True,True,2,0.08,False,True,True,5,0.2,False,False,True,2,0.08,False,True,True,2,0.08,False,True,True,-150.0,-150.0,0.0,0.0,0.0,0.0
JxPath,10,143,0.5626,False,False,False,143,0.5626,False,False,False,143,0.5626,False,False,False,119,0.2897,False,False,False,83,0.2517,False,False,False,227,0.6678,False,False,False,16.78,48.51,41.96,55.26,-58.74,-18.7
Time,20,3,0.0066,False,True,True,3,0.0066,False,True,True,3,0.0066,False,True,True,9,0.017,False,False,False,11,0.0208,False,False,False,11,0.0208,False,False,False,-200.0,-157.58,-266.67,-215.15,-266.67,-215.15
Chart,11,1,0.1429,True,True,True,1,0.1429,True,True,True,1,0.1429,True,True,True,1,0.1429,True,True,True,1,0.1429,True,True,True,1,0.1429,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
Jsoup,29,3,0.0087,False,True,True,3,0.0087,False,True,True,3,0.0087,False,True,True,2,0.005,False,True,True,19,0.0471,False,False,False,21,0.0521,False,False,False,33.33,42.53,-533.33,-441.38,-600.0,-498.85
Gson,2,28,0.0747,False,False,False,28,0.0747,False,False,False,28,0.0747,False,False,False,34,0.0907,False,False,False,31,0.0827,False,False,False,31,0.0827,False,False,False,-21.43,-21.42,-10.71,-10.71,-10.71,-10.71
Jsoup,39,3,0.0092,False,True,True,3,0.0092,False,True,True,3,0.0092,False,True,True,106,0.3242,False,False,False,79,0.2416,False,False,False,48,0.1468,False,False,False,-3433.33,-3423.91,-2533.33,-2526.09,-1500.0,-1495.65
Closure,2,1,0.0004,True,True,True,1,0.0004,True,True,True,1,0.0004,True,True,True,73,0.029,False,False,False,24,0.0095,False,False,False,1,0.0004,True,True,True,-7200.0,-7150.0,-2300.0,-2275.0,0.0,0.0
Math,40,15,0.1471,False,False,False,15,0.1471,False,False,False,15,0.1471,False,False,False,2,0.0196,False,True,True,48,0.4706,False,False,False,48,0.4706,False,False,False,86.67,86.68,-220.0,-219.92,-220.0,-219.92
Time,16,1,0.0013,True,True,True,1,0.0013,True,True,True,1,0.0013,True,True,True,437,0.5525,False,False,False,455,0.5752,False,False,False,454,0.574,False,False,False,-43600.0,-42400.0,-45400.0,-44146.15,-45300.0,-44053.85
Csv,10,8,0.086,False,False,False,8,0.086,False,False,False,8,0.086,False,False,False,21,0.2258,False,False,False,21,0.2258,False,False,False,20,0.2151,False,False,False,-162.5,-162.56,-162.5,-162.56,-150.0,-150.12
Math,50,4,0.0781,False,False,True,4,0.0781,False,False,True,4,0.0781,False,False,True,2,0.0312,False,True,True,33,0.5156,False,False,False,35,0.5469,False,False,False,50.0,60.05,-725.0,-560.18,-775.0,-600.26
JacksonDatabind,16,147,0.3018,False,False,False,83,0.1704,False,False,False,83,0.1704,False,False,False,181,0.3717,False,False,False,323,0.6632,False,False,False,258,0.5298,False,False,False,-23.13,-23.16,-289.16,-289.2,-210.84,-210.92
Jsoup,90,7,0.0446,False,False,False,7,0.0446,False,False,False,7,0.0446,False,False,False,3,0.0268,False,True,True,4,0.0312,False,False,True,4,0.0312,False,False,True,57.14,39.91,42.86,30.04,42.86,30.04
Jsoup,80,1,0.0019,True,True,True,1,0.0019,True,True,True,1,0.0019,True,True,True,1,0.0019,True,True,True,1,0.0019,True,True,True,1,0.0019,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
Compress,17,17,0.3431,False,False,False,17,0.3431,False,False,False,17,0.3431,False,False,False,20,0.402,False,False,False,17,0.3333,False,False,False,12,0.2353,False,False,False,-17.65,-17.17,0.0,2.86,29.41,31.42
Gson,17,3,0.0857,False,True,True,3,0.0857,False,True,True,3,0.0857,False,True,True,4,0.1143,False,False,True,11,0.3143,False,False,False,13,0.3714,False,False,False,-33.33,-33.37,-266.67,-266.74,-333.33,-333.37
Codec,7,2,0.0444,False,True,True,1,0.0333,True,True,True,1,0.0222,True,True,True,4,0.0889,False,False,True,2,0.0444,False,True,True,1,0.0222,True,True,True,-100.0,-100.23,-100.0,-33.33,0.0,0.0
Chart,6,11,0.4783,False,False,False,7,0.3043,False,False,False,7,0.3043,False,False,False,15,0.6522,False,False,False,6,0.2609,False,False,False,5,0.2174,False,False,True,-36.36,-36.36,14.29,14.26,28.57,28.56
Jsoup,64,1,0.004,True,True,True,1,0.004,True,True,True,1,0.004,True,True,True,4,0.0054,False,False,True,4,0.0054,False,False,True,4,0.0054,False,False,True,-300.0,-35.0,-300.0,-35.0,-300.0,-35.0
Lang,61,4,0.0357,False,False,True,4,0.0357,False,False,True,1,0.0089,True,True,True,5,0.0446,False,False,True,4,0.0357,False,False,True,1,0.0089,True,True,True,-25.0,-24.93,0.0,0.0,0.0,0.0
Mockito,1,7,0.0178,False,False,False,5,0.0127,False,False,True,5,0.0127,False,False,True,139,0.3537,False,False,False,151,0.3842,False,False,False,128,0.3257,False,False,False,-1885.71,-1887.08,-2920.0,-2925.2,-2460.0,-2464.57
Compress,38,36,0.2951,False,False,False,36,0.2951,False,False,False,36,0.2951,False,False,False,40,0.3279,False,False,False,42,0.3443,False,False,False,45,0.3689,False,False,False,-11.11,-11.11,-16.67,-16.67,-25.0,-25.01
Compress,28,3,0.0238,False,True,True,3,0.0238,False,True,True,3,0.0238,False,True,True,20,0.1905,False,False,False,36,0.3429,False,False,False,36,0.3429,False,False,False,-566.67,-700.42,-1100.0,-1340.76,-1100.0,-1340.76
Jsoup,32,3,0.0065,False,True,True,3,0.0065,False,True,True,3,0.0065,False,True,True,6,0.0112,False,False,False,13,0.0242,False,False,False,12,0.0223,False,False,False,-100.0,-72.31,-333.33,-272.31,-300.0,-243.08
Collections,16,2,0.0273,False,True,True,8,0.1364,False,False,False,8,0.1364,False,False,False,2,0.0364,False,True,True,5,0.0909,False,False,True,7,0.1273,False,False,False,0.0,-33.33,37.5,33.36,12.5,6.67
Cli,40,1,0.1,True,True,True,1,0.1,True,True,True,1,0.1,True,True,True,1,0.1,True,True,True,1,0.1,True,True,True,1,0.1,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
Math,80,12,0.1018,False,False,False,12,0.1018,False,False,False,12,0.1018,False,False,False,7,0.0619,False,False,False,30,0.2611,False,False,False,35,0.3097,False,False,False,41.67,39.19,-150.0,-156.48,-191.67,-204.22
Collections,5,7,0.1321,False,False,False,7,0.1321,False,False,False,7,0.1321,False,False,False,13,0.2453,False,False,False,13,0.2453,False,False,False,13,0.2453,False,False,False,-85.71,-85.69,-85.71,-85.69,-85.71,-85.69
Jsoup,40,1,0.0016,True,True,True,1,0.0016,True,True,True,1,0.0016,True,True,True,1,0.0016,True,True,True,1,0.0016,True,True,True,1,0.0016,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
Lang,45,1,0.0476,True,True,True,1,0.0476,True,True,True,1,0.0476,True,True,True,1,0.0476,True,True,True,1,0.0476,True,True,True,1,0.0476,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
Jsoup,50,7,0.0184,False,False,False,7,0.0184,False,False,False,7,0.0184,False,False,False,39,0.0956,False,False,False,95,0.2328,False,False,False,94,0.2304,False,False,False,-457.14,-419.57,-1257.14,-1165.22,-1242.86,-1152.17
Math,39,10,0.061,False,False,False,10,0.061,False,False,False,10,0.061,False,False,False,6,0.0366,False,False,False,71,0.4329,False,False,False,72,0.439,False,False,False,40.0,40.0,-610.0,-609.67,-620.0,-619.67
Compress,41,69,0.2583,False,False,False,64,0.2399,False,False,False,63,0.2362,False,False,False,127,0.4686,False,False,False,127,0.4686,False,False,False,127,0.4686,False,False,False,-84.06,-81.42,-98.44,-95.33,-101.59,-98.39
Chart,13,1,0.0234,True,True,True,1,0.0234,True,True,True,1,0.0234,True,True,True,1,0.0156,True,True,True,2,0.0312,False,True,True,4,0.0625,False,False,True,0.0,33.33,-100.0,-33.33,-300.0,-167.09
Time,22,11,0.0169,False,False,False,288,0.4431,False,False,False,285,0.4385,False,False,False,38,0.0585,False,False,False,107,0.1646,False,False,False,142,0.2185,False,False,False,-245.45,-246.15,62.85,62.85,50.18,50.17
Math,74,93,0.4819,False,False,False,93,0.4819,False,False,False,93,0.4819,False,False,False,2,0.0104,False,True,True,169,0.8756,False,False,False,169,0.8756,False,False,False,97.85,97.84,-81.72,-81.7,-81.72,-81.7
Math,64,6,0.1912,False,False,False,6,0.1912,False,False,False,6,0.1912,False,False,False,1,0.0294,True,True,True,3,0.0882,False,True,True,3,0.1029,False,True,True,83.33,84.62,50.0,53.87,50.0,46.18
JacksonXml,1,62,0.75,False,False,False,43,0.5179,False,False,False,35,0.4286,False,False,False,3,0.0357,False,True,True,28,0.3333,False,False,False,82,0.9762,False,False,False,95.16,95.24,34.88,35.64,-134.29,-127.76
Compress,23,1,0.0211,True,True,True,1,0.0211,True,True,True,1,0.0211,True,True,True,2,0.0282,False,True,True,1,0.0141,True,True,True,1,0.0141,True,True,True,-100.0,-33.65,0.0,33.18,0.0,33.18
JacksonDatabind,6,11,0.0182,False,False,False,521,0.8626,False,False,False,534,0.8841,False,False,False,158,0.2616,False,False,False,390,0.6457,False,False,False,412,0.6821,False,False,False,-1336.36,-1337.36,25.14,25.14,22.85,22.85
Math,89,1,0.037,True,True,True,1,0.037,True,True,True,1,0.037,True,True,True,1,0.037,True,True,True,1,0.037,True,True,True,1,0.037,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
Compress,15,1,0.0127,True,True,True,1,0.0127,True,True,True,1,0.0127,True,True,True,1,0.0127,True,True,True,1,0.0127,True,True,True,1,0.0127,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
Codec,5,7,0.2414,False,False,False,7,0.2414,False,False,False,7,0.2414,False,False,False,12,0.431,False,False,False,14,0.4828,False,False,False,14,0.4828,False,False,False,-71.43,-78.54,-100.0,-100.0,-100.0,-100.0
Jsoup,49,8,0.0113,False,False,False,8,0.0113,False,False,False,8,0.0113,False,False,False,37,0.0596,False,False,False,47,0.0757,False,False,False,49,0.0789,False,False,False,-362.5,-427.43,-487.5,-569.91,-512.5,-598.23
Gson,15,1,0.0435,True,True,True,1,0.0435,True,True,True,1,0.0435,True,True,True,1,0.0435,True,True,True,1,0.0435,True,True,True,1,0.0435,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
Math,52,1,0.0205,True,True,True,1,0.0205,True,True,True,1,0.0205,True,True,True,2,0.0274,False,True,True,2,0.0274,False,True,True,2,0.0274,False,True,True,-100.0,-33.66,-100.0,-33.66,-100.0,-33.66
Time,14,1,0.0014,True,True,True,1,0.0014,True,True,True,1,0.0014,True,True,True,11,0.015,False,False,False,1,0.0014,True,True,True,1,0.0014,True,True,True,-1000.0,-971.43,0.0,0.0,0.0,0.0
Math,42,2,0.0153,False,True,True,2,0.0153,False,True,True,2,0.0153,False,True,True,10,0.102,False,False,False,10,0.102,False,False,False,2,0.0204,False,True,True,-400.0,-566.67,-400.0,-566.67,0.0,-33.33
Jsoup,82,17,0.0227,False,False,False,17,0.0227,False,False,False,17,0.0227,False,False,False,20,0.0253,False,False,False,122,0.154,False,False,False,119,0.1503,False,False,False,-17.65,-11.45,-617.65,-578.41,-600.0,-562.11
Mockito,20,19,0.1042,False,False,False,14,0.0852,False,False,False,14,0.0852,False,False,False,4,0.0152,False,False,True,239,0.9053,False,False,False,239,0.9053,False,False,False,78.95,85.41,-1607.14,-962.56,-1607.14,-962.56
JacksonDatabind,14,11,0.0117,False,False,False,585,0.5715,False,False,False,855,0.8322,False,False,False,270,0.2626,False,False,False,406,0.3949,False,False,False,592,0.5759,False,False,False,-2354.55,-2144.44,30.6,30.9,30.76,30.8
Jsoup,76,96,0.1245,False,False,False,96,0.1245,False,False,False,96,0.1245,False,False,False,196,0.2542,False,False,False,196,0.2542,False,False,False,196,0.2542,False,False,False,-104.17,-104.18,-104.17,-104.18,-104.17,-104.18
Mockito,3,68,0.1748,False,False,False,64,0.1645,False,False,False,62,0.1594,False,False,False,7,0.018,False,False,False,68,0.1748,False,False,False,179,0.4602,False,False,False,89.71,89.7,-6.25,-6.26,-188.71,-188.71
Collections,20,5,0.0862,False,False,True,5,0.0862,False,False,True,5,0.0862,False,False,True,5,0.0862,False,False,True,6,0.1034,False,False,False,6,0.1034,False,False,False,0.0,0.0,-20.0,-19.95,-20.0,-19.95
Chart,4,13,0.0137,False,False,False,9,0.0098,False,False,False,9,0.0098,False,False,False,305,0.2984,False,False,False,312,0.3053,False,False,False,313,0.3063,False,False,False,-2246.15,-2078.1,-3366.67,-3015.31,-3377.78,-3025.51
Jsoup,2,45,0.2822,False,False,False,45,0.2822,False,False,False,45,0.2822,False,False,False,116,0.7117,False,False,False,116,0.7117,False,False,False,116,0.7117,False,False,False,-157.78,-152.2,-157.78,-152.2,-157.78,-152.2
Jsoup,48,1,0.0125,True,True,True,1,0.0125,True,True,True,1,0.0125,True,True,True,1,0.0125,True,True,True,1,0.0125,True,True,True,1,0.0125,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
Math,88,3,0.0256,False,True,True,3,0.0256,False,True,True,3,0.0256,False,True,True,3,0.0385,False,True,True,2,0.0256,False,True,True,4,0.0513,False,False,True,0.0,-50.39,33.33,0.0,-33.33,-100.39
JacksonDatabind,7,4,0.0049,False,False,True,468,0.9129,False,False,False,486,0.9481,False,False,False,7,0.0137,False,False,False,471,0.9207,False,False,False,320,0.6252,False,False,False,-75.0,-179.59,-0.64,-0.85,34.16,34.06
Compress,14,22,0.8462,False,False,False,22,0.8462,False,False,False,22,0.8462,False,False,False,4,0.1538,False,False,True,21,0.8077,False,False,False,21,0.8077,False,False,False,81.82,81.82,4.55,4.55,4.55,4.55
Jsoup,93,4,0.009,False,False,True,4,0.009,False,False,True,4,0.009,False,False,True,126,0.2525,False,False,False,219,0.4389,False,False,False,218,0.4369,False,False,False,-3050.0,-2705.56,-5375.0,-4776.67,-5350.0,-4754.44
Math,43,6,0.0444,False,False,False,2,0.0148,False,True,True,2,0.0148,False,True,True,2,0.0148,False,True,True,47,0.3481,False,False,False,49,0.363,False,False,False,66.67,66.67,-2250.0,-2252.03,-2350.0,-2352.7
Closure,1,17,0.0116,False,False,False,17,0.0116,False,False,False,17,0.0116,False,False,False,823,0.5454,False,False,False,824,0.5461,False,False,False,820,0.5434,False,False,False,-4741.18,-4601.72,-4747.06,-4607.76,-4723.53,-4584.48
Math,53,1,0.0139,True,True,True,1,0.0139,True,True,True,1,0.0139,True,True,True,1,0.0139,True,True,True,1,0.0139,True,True,True,1,0.0139,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
Gson,1,11,0.0991,False,False,False,11,0.0991,False,False,False,11,0.0991,False,False,False,50,0.431,False,False,False,50,0.431,False,False,False,15,0.1293,False,False,False,-354.55,-334.91,-354.55,-334.91,-36.36,-30.47
Mockito,2,6,0.2222,False,False,False,1,0.037,True,True,True,1,0.037,True,True,True,9,0.3333,False,False,False,1,0.037,True,True,True,1,0.037,True,True,True,-50.0,-50.0,0.0,0.0,0.0,0.0
Jsoup,77,1,0.0019,True,True,True,1,0.0019,True,True,True,1,0.0019,True,True,True,1,0.0019,True,True,True,1,0.0019,True,True,True,1,0.0019,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
Jsoup,67,61,0.0781,False,False,False,61,0.0781,False,False,False,61,0.0781,False,False,False,146,0.1901,False,False,False,147,0.1914,False,False,False,148,0.1927,False,False,False,-139.34,-143.41,-140.98,-145.07,-142.62,-146.73
Jsoup,15,492,0.5289,False,False,False,492,0.5289,False,False,False,492,0.5289,False,False,False,192,0.3489,False,False,False,490,0.5588,False,False,False,528,0.9459,False,False,False,60.98,34.03,0.41,-5.65,-7.32,-78.84
Chart,5,2,0.037,False,True,True,2,0.037,False,True,True,2,0.037,False,True,True,10,0.1759,False,False,False,7,0.1296,False,False,False,5,0.0926,False,False,True,-400.0,-375.41,-250.0,-250.27,-150.0,-150.27
JacksonCore,25,87,0.531,False,False,False,87,0.531,False,False,False,87,0.531,False,False,False,87,0.5372,False,False,False,51,0.2996,False,False,False,87,0.5372,False,False,False,0.0,-1.17,41.38,43.58,0.0,-1.17
Jsoup,33,117,0.1957,False,False,False,117,0.1957,False,False,False,117,0.1957,False,False,False,187,0.3127,False,False,False,187,0.3127,False,False,False,187,0.3127,False,False,False,-59.83,-59.79,-59.83,-59.79,-59.83,-59.79
Jsoup,51,87,0.134,False,False,False,87,0.134,False,False,False,87,0.134,False,False,False,145,0.2184,False,False,False,144,0.2169,False,False,False,142,0.2139,False,False,False,-66.67,-62.99,-65.52,-61.87,-63.22,-59.63
Lang,44,1,0.075,True,True,True,1,0.075,True,True,True,2,0.125,False,True,True,2,0.1,False,True,True,2,0.1,False,True,True,10,0.5,False,False,False,-100.0,-33.33,-100.0,-33.33,-400.0,-300.0
Jsoup,41,7,0.0117,False,False,False,7,0.0117,False,False,False,7,0.0117,False,False,False,6,0.0101,False,False,False,16,0.0268,False,False,False,14,0.0235,False,False,False,14.29,13.68,-128.57,-129.06,-100.0,-100.85
Math,38,5,0.0506,False,False,True,5,0.0506,False,False,True,5,0.0506,False,False,True,44,0.557,False,False,False,44,0.557,False,False,False,41,0.519,False,False,False,-780.0,-1000.79,-780.0,-1000.79,-720.0,-925.69
Csv,5,7,0.1944,False,False,False,7,0.1944,False,False,False,7,0.1944,False,False,False,4,0.1111,False,False,True,13,0.3611,False,False,False,12,0.3333,False,False,False,42.86,42.85,-85.71,-85.75,-71.43,-71.45
Math,91,1,0.0278,True,True,True,1,0.0278,True,True,True,1,0.0278,True,True,True,1,0.0278,True,True,True,1,0.0278,True,True,True,1,0.0278,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
Chart,12,4,0.0163,False,False,True,4,0.0163,False,False,True,4,0.0163,False,False,True,2,0.0109,False,True,True,58,0.3152,False,False,False,78,0.4239,False,False,False,50.0,33.13,-1350.0,-1833.74,-1850.0,-2500.61
Math,75,1,0.05,True,True,True,1,0.05,True,True,True,1,0.05,True,True,True,2,0.0667,False,True,True,1,0.05,True,True,True,2,0.0667,False,True,True,-100.0,-33.4,0.0,0.0,-100.0,-33.4
Time,23,122,0.2607,False,False,False,104,0.2222,False,False,False,104,0.2222,False,False,False,154,0.3291,False,False,False,130,0.2778,False,False,False,128,0.2735,False,False,False,-26.23,-26.24,-25.0,-25.02,-23.08,-23.09
Compress,32,6,0.056,False,False,False,6,0.056,False,False,False,6,0.056,False,False,False,78,0.6724,False,False,False,14,0.1207,False,False,False,11,0.0948,False,False,False,-1200.0,-1100.71,-133.33,-115.54,-83.33,-69.29
